"Title","Description","Category","Thumbnail Image","Is Featured","ID","Created Date","Updated Date","Owner","Labels","thumbnailUrl","playbackUrl","UploadDate","OwnerName","Video","Portfolio (Item)","Heading Color","CategoryRef","Publish Date","Unpublish Date","Status"
"Mastering My First Pork Butt on the Traeger Grill","Join me as I take on the challenge of smoking my very first pork butt on the Traeger! In this behind-the-scenes culinary adventure, I dive into the art of low-and-slow cooking, sharing tips, techniques, and lessons learned along the way.

From seasoning and prepping the pork to managing the perfect smoke and temperature, this video captures the full process—complete with sizzling moments and mouth-watering results. Whether you’re a BBQ enthusiast or just curious about smoking meats, this is a must-watch for anyone looking to elevate their grilling game!

Get ready to fire up the grill and embark on this flavorful journey with me!","Education","wix:image://v1/aeef42_8a53661e8df043fd87f31b5b37c112b6~mv2.jpg/OFFICIAL_thumb.jpg#originWidth=1773&originHeight=963",,"53d1c1cd-ccf2-4d24-bea1-dcacb26bd24b",2025-01-29T20:37:56Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_8a53661e8df043fd87f31b5b37c112b6~mv2.jpg","https://video.wixstatic.com/video/aeef42_b98afcd61fac4788ba58991052dfa9de/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_b98afcd61fac4788ba58991052dfa9de/Smoking%20My%20FIrst%20Pork%20Butt%20on%20the%20Traeger.m4v#posterUri=aeef42_b98afcd61fac4788ba58991052dfa9def000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/mastering-my-first-pork-butt-on-the-traeger-grill","#FFFFFF","f32c9bad-76f2-4ac6-9620-d297657c0b82",2025-01-29T20:25:46Z,,"PUBLISHED"
"ACE Corporate Proposal","A polished presentation of the ACE Corporate Proposal, showcasing innovative strategies and solutions designed to meet business goals. This video highlights the professionalism and vision behind the project.
Here are the descriptions for the additional titles you provided:","Corporate","wix:image://v1/aeef42_50fd1992b8c3493f9bb4d9d46b702286~mv2.png/ACE%20Corporate%20Proposal.png#originWidth=3452&originHeight=1942",,"549f984a-c0e1-41b1-8868-6c0f2ee4f4e6",2025-01-24T05:14:48Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_50fd1992b8c3493f9bb4d9d46b702286~mv2.png","https://video.wixstatic.com/video/aeef42_ae62cb47d3d646b9815a61d6ba70b2eb/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_ae62cb47d3d646b9815a61d6ba70b2eb/ACE%20Corporate%20Proposal.mp4#posterUri=aeef42_ae62cb47d3d646b9815a61d6ba70b2ebf000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/ace-corporate-proposal","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T03:45:38Z,,"PUBLISHED"
"Q Parker Pt. 1 - Storytime with Legendary Jerry","This week on Storytime with the Legendary Jerry, we welcome a special guest—one-fourth of the multi-platinum R&B group 112.

Hosted by Legendary Jerry, this podcast is a deep dive into the Golden Age of Hip Hop, featuring real stories and exclusive interviews from those who lived it. With firsthand insight from Atlanta, the show celebrates the city’s profound impact on the culture.

Each week, Jerry sits down with influential guests to exchange stories that helped shape the Hip Hop industry. Together, they explore the music, the business, the grind, and the culture—offering a raw and unfiltered look at the industry’s past, present, and future.

What sets this podcast apart is its dedication to showcasing the role Atlanta and the South have played in Hip Hop’s evolution. Guests range from Atlanta-based legends to global creatives, providing a well-rounded perspective on the culture’s reach and influence.

Atlanta influences everything. Tune in and be part of the conversation!","Podcasts","wix:image://v1/aeef42_616e17199ac243098a2b2d99a9f1b980~mv2.jpg/Q_Parker.jpg#originWidth=1920&originHeight=1080",,"5cbe86b1-f615-42cf-9404-98b8e359acaf",2025-01-29T10:10:26Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_616e17199ac243098a2b2d99a9f1b980~mv2.jpg","https://video.wixstatic.com/video/aeef42_56f73b0771064431b17f5780e37ca778/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_56f73b0771064431b17f5780e37ca778/Q%20Parker%20Pt.%201%20-%20Storytime%20with%20Legendary%20Jerry.mp4#posterUri=aeef42_56f73b0771064431b17f5780e37ca778f000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/q-parker-pt.-1---storytime-with-legendary-jerry","#FFFFFF","e69012ac-b5d1-4cb7-a02b-0e9fe7fbe219",2025-01-29T10:05:54Z,,"PUBLISHED"
"Southern Gas Leadership Forum 2023","A comprehensive look at the 2023 Southern Gas Leadership Forum, where industry leaders gathered to discuss innovations, challenges, and the future of energy leadership.
","Corporate","wix:image://v1/aeef42_6dfce90e14c04f6eab6a0f03309cde5d~mv2.jpg/Southern%20Gas%20Leadership%20Forum%202023.jpg#originWidth=3840&originHeight=2160",,"63a674f2-f01c-450a-8b64-1ce8fb884000",2025-01-24T06:32:53Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_6dfce90e14c04f6eab6a0f03309cde5d~mv2.jpg","https://video.wixstatic.com/video/aeef42_2a2475008bb745b99adb3e95060d071f/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/24628e_25c75295bcdb416cb84658b1fdb17b9f/Southern%20Gas%20Leadership%20Forum%202023.m4v#posterUri=24628e_25c75295bcdb416cb84658b1fdb17b9ff000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/southern-gas-leadership-forum-2023","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
"DJ POPO Production - Behind The Scenes","Go behind the scenes with Scratch Master DJ POPO as we capture the magic of producing an inspiring feature on music, film, education, and collaboration. In this exclusive look, you’ll see how the vision came to life—witnessing the creativity, teamwork, and dedication that goes into every scene.

From camera setups to candid moments with DJ POPO, this behind-the-scenes journey offers a glimpse into the dynamic process of storytelling through film. The team discusses how combining music and education creates a platform to inspire future creators and drive meaningful change.

Experience the energy and excitement that happens off-camera and learn how collaboration fuels creative excellence in both music and filmmaking!","Live Broadcast","wix:image://v1/aeef42_79ee4a9e404b4ef98c8400ac3e352aea~mv2.jpg/4.jpg#originWidth=1920&originHeight=1080",true,"658e837a-2d9d-495a-aea5-976df864fb99",2025-01-29T20:18:54Z,2025-07-19T03:25:00Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",,"https://static.wixstatic.com/media/aeef42_79ee4a9e404b4ef98c8400ac3e352aea~mv2.jpg","https://video.wixstatic.com/video/aeef42_137b3f277ddd4c3a8ea12891192ebc1c/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_137b3f277ddd4c3a8ea12891192ebc1c/Collaborating%20with%20DJ%20POPO.mp4#posterUri=aeef42_137b3f277ddd4c3a8ea12891192ebc1cf000.jpg&posterWidth=1920&posterHeight=1080","/portfolio-1/dj-popo-production---behind-the-scenes","#FFFFFF","645c4546-93f8-44f9-90cd-04a97b1d1570",2025-01-29T20:18:53Z,,"PUBLISHED"
"Play Pits - National Small Business Week Highlight
","Celebrate National Small Business Week with Play Pits, a remarkable brand making waves in the natural deodorant industry. In this feature, we highlight their inspiring journey, from humble beginnings to becoming a trusted name in family-friendly personal care. Learn about their commitment to creating safe, effective products while fostering a community of health-conscious consumers. Discover how Play Pits has become a beacon of entrepreneurial excellence, inspiring others to chase their dreams.","Commercials","wix:image://v1/aeef42_0078d563feca45a78d9282fd19d74dae~mv2.jpg/Play%20Pits%20-%20National%20Small%20Business%20Week%20Highlight.jpg#originWidth=3840&originHeight=2160",true,"82c5a2ec-1223-4caa-b0f4-fd2542471e2f",2025-01-24T09:14:59Z,2025-07-19T03:25:51Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_0078d563feca45a78d9282fd19d74dae~mv2.jpg","https://video.wixstatic.com/video/aeef42_68efb32b81d2466b9870dd1aa5137aca/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_68efb32b81d2466b9870dd1aa5137aca/Play%20Pits%20-%20National%20Small%20Business%20Week%20Highlight.m4v#posterUri=aeef42_68efb32b81d2466b9870dd1aa5137acaf000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/play-pits---national-small-business-week-highlight.m4v-","#FFFFFF","a7b80c6e-f7f3-4320-bd59-38c356ae15df",2025-01-24T09:12:16Z,,"PUBLISHED"
"Music is Medicine: Chromatic Black","Dive into the transformative power of music with Chromatic Black’s “Music is Medicine.” This video explores the intersection of creativity, healing, and cultural expression.","Events","wix:image://v1/aeef42_ab0b58336836434cbf2205c1ce72bed1~mv2.png/Music%20is%20Medicine_%20Chromatic%20Black.png#originWidth=3454&originHeight=1944",,"8592f2a7-a4db-4eef-b84d-554c94000977",2025-01-24T06:38:01Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_ab0b58336836434cbf2205c1ce72bed1~mv2.png","https://video.wixstatic.com/video/aeef42_642d934f5aaa40a68a90c0abe0f9965f/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_642d934f5aaa40a68a90c0abe0f9965f/Music%20is%20Medicine_%20Chromatic%20Black.m4v#posterUri=aeef42_642d934f5aaa40a68a90c0abe0f9965ff000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/music-is-medicine%3A-chromatic-black","#FFFFFF","51161a57-04f7-4b2e-b520-c7392b2b4710",2025-01-24T06:24:16Z,,"PUBLISHED"
"RICE Stakeholders Kickoff Event","Discover the energy and vision of the RICE Stakeholders Kickoff Event, where key leaders and partners came together to drive impactful initiatives and foster community growth.
","Corporate","wix:image://v1/aeef42_5f2b5c57a966455bb2d0f0e4c355d0d1~mv2.png/RICE%20Stakeholders%20Kickoff%20Event.png#originWidth=3454&originHeight=1942",,"89d55f7b-bdca-4e2f-b0e7-4f5b4f01f2dc",2025-01-24T06:34:39Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_5f2b5c57a966455bb2d0f0e4c355d0d1~mv2.png","https://video.wixstatic.com/video/aeef42_e10293e56aaf471a98382c99ea4b2308/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_e10293e56aaf471a98382c99ea4b2308/RICE%20Stakeholders%20Kickoff%20Event.m4v#posterUri=aeef42_e10293e56aaf471a98382c99ea4b2308f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/rice-stakeholders-kickoff-event","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
"Celebrating Atlanta’s Black-Owned Businesses | The Russell Center","DP | Editor | Audio Mixer
Shot on Sony FX6: Sony 24-105mm f/4
Software: Final Cut Pro X

Join us as we shine a spotlight on the thriving Black business community in Atlanta! This two-part commercial series, produced by the Russell Center for Innovation and Entrepreneurship and filmed by Cochran Films, showcases the incredible entrepreneurs shaping the city’s future. 

From innovative startups to beloved local gems, discover the stories behind Atlanta’s top Black-owned businesses and the people who make them stand out. Watch both parts for an inspiring journey through entrepreneurship, creativity, and success in Atlanta.","Commercials","wix:image://v1/aeef42_077a43cf29284001a9453221835fffca~mv2.jpg/BBM_Thumb.jpg#originWidth=3840&originHeight=2160",,"8a8be33a-39bf-434e-9d23-679829ffaf5d",2025-01-04T03:03:50Z,2025-07-18T09:46:47Z,"aeef42c4-eeed-40b5-815f-bb2418ff85fa",[],"https://static.wixstatic.com/media/aeef42_077a43cf29284001a9453221835fffca~mv2.jpg","https://video.wixstatic.com/video/aeef42_c0aa42ded8cc4cd2b1e5a37bba7ce066/2160p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_c0aa42ded8cc4cd2b1e5a37bba7ce066/BlkBusinessMonth_Combined.m4v#posterUri=aeef42_c0aa42ded8cc4cd2b1e5a37bba7ce066f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/celebrating-atlanta%E2%80%99s-black-owned-businesses-%7C-the-russell-center","#FFFFFF","a7b80c6e-f7f3-4320-bd59-38c356ae15df",2025-01-04T03:03:50Z,,"PUBLISHED"
"Chromatic Black - 2024 & Beyond","Step into the future of creativity and culture with Chromatic Black’s “Winter 2024 & Beyond.” This video captures the vision, artistry, and groundbreaking projects shaping the next chapter of their journey.","Events","wix:image://v1/aeef42_81faae7543dc49fe920bc634b698b769~mv2.png/Chromatic%20Black%20Winter%202024%20&%20Beyond.png#originWidth=3454&originHeight=1942",,"95f3a638-b0e6-442c-80e5-36336f46caf3",2025-01-24T05:21:51Z,2025-07-18T09:46:47Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_81faae7543dc49fe920bc634b698b769~mv2.png","https://video.wixstatic.com/video/aeef42_7154768fd056441687b8bed583da9fc3/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_7154768fd056441687b8bed583da9fc3/Chromatic%20Black%20Winter%202024%20&%20Beyond.m4v#posterUri=aeef42_7154768fd056441687b8bed583da9fc3f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/chromatic-black-winter-2024-%26-beyond","#FFFFFF","51161a57-04f7-4b2e-b520-c7392b2b4710",2025-01-24T03:45:38Z,,"PUBLISHED"
"RICE March Madness","Experience the excitement of RICE March Madness, an event that blends entrepreneurial energy with the thrill of competition, celebrating innovation and collaboration.","Corporate","wix:image://v1/aeef42_a313661976e748d29cbe2a921bad5c9f~mv2.png/Rice%20March%20Madness.png#originWidth=3184&originHeight=1792",true,"995fc127-d262-4523-81f1-4148949be89c",2025-01-24T06:44:46Z,2025-07-19T03:25:17Z,"24628e87-bc7d-4d8b-87a2-28256dfcf603",,"https://static.wixstatic.com/media/aeef42_a313661976e748d29cbe2a921bad5c9f~mv2.png","https://video.wixstatic.com/video/aeef42_cc70bbce41cf437f902f3699966aecd0/1080p/mp4/file.mp4",,"Cochran Films","wix:video://v1/aeef42_cc70bbce41cf437f902f3699966aecd0/RICE%20March%20Madness.m4v#posterUri=aeef42_cc70bbce41cf437f902f3699966aecd0f000.jpg&posterWidth=3840&posterHeight=2160","/portfolio-1/rice-march-madness","#FFFFFF","e2695731-ce41-46d3-b7ce-cfabbcd2cfd1",2025-01-24T06:24:16Z,,"PUBLISHED"
